ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
3729,Sakit kepala berdenyutnya terpusat di bagian belakang kepala.,jawab_lokasi,sakit, ,kepala,sedang, ,sakit kepala berdenyutnya terpusat bagian belakang kepala,61,57,7
3730,"Di sekitar punggung bawah, dok.",jawab_lokasi, , ,punggung,sedang, ,sekitar punggung bawah,31,22,3
3731,Terasa di seluruh permukaan kulit kepala saya!,jawab_lokasi, , ,kepala,sedang,Dermatitis,terasa seluruh permukaan kulit kepala,46,37,5
3732,"Hanya di area sekitar mata, terasa gatal sekali.",jawab_lokasi,gatal, ,mata,berat,Dermatitis,area sekitar mata terasa gatal sekali,48,37,6
3733,"Di pergelangan tangan kanan, terutama saat digerakkan.",jawab_lokasi, , ,tangan,sedang, ,pergelangan tangan kanan terutama saat digerakkan,54,49,6
3734,"Sakitnya di sekitar leher bagian belakang, dok.",jawab_lokasi, , ,leher,sedang, ,sakitnya sekitar leher bagian belakang,47,38,5
3735,Hidung tersumbat sebelah kiri saja.,jawab_lokasi, , ,hidung,sedang, ,hidung tersumbat sebelah kiri,35,29,4
3736,"Di bagian dalam telinga kiri, terasa berdenging.",jawab_lokasi,berdenging, ,telinga,sedang,Hipertensi,bagian dalam telinga kiri terasa berdenging,48,43,6
3737,Nyeri tajam di perut kanan bawah.,jawab_lokasi,nyeri, ,perut,sedang,Gastritis,nyeri tajam perut kanan bawah,33,29,5
3738,Kaki kiri saya terasa baal sampai ke ujung jari.,jawab_lokasi, , ,kaki,sedang, ,kaki kiri terasa baal sampai ujung jari,48,39,7
3739,Nyeri ini menjalar dari pinggang sampai ke paha kiri.,jawab_lokasi,nyeri, , ,sedang, ,nyeri menjalar pinggang sampai paha kiri,53,40,6
3740,Kemerahan itu hanya muncul di lipatan siku bagian dalam.,jawab_lokasi, , , ,sedang,Dermatitis,kemerahan muncul lipatan siku bagian dalam,56,42,6
3741,"Sakitnya berpusat di ulu hati, seperti ditekan benda berat.",jawab_lokasi, , ,ulu hati,sedang,Gastritis,sakitnya berpusat ulu hati ditekan benda berat,59,46,7
3742,"Luka ini ada di punggung kaki sebelah kanan, Dok.",jawab_lokasi, , ,kaki,sedang, ,luka punggung kaki sebelah kanan,49,32,5
3743,Bengkaknya terdapat di pergelangan tangan kiri saya.,jawab_lokasi, , ,tangan,sedang, ,bengkaknya terdapat pergelangan tangan kiri,52,43,5
3744,Nyeri haid kali ini terasa sampai ke area selangkangan.,jawab_lokasi,nyeri, , ,sedang, ,nyeri haid kali terasa sampai area selangkangan,55,47,7
3745,Ruamnya menyebar di area dada dan perut bagian atas.,jawab_lokasi, , ,dada,sedang,Gastritis,ruamnya menyebar area dada perut bagian atas,52,44,7
3746,Kram perut ini hanya terasa di sebelah kanan bawah saja.,jawab_lokasi, , ,perut,sedang,Gastritis,kram perut terasa sebelah kanan bawah,56,37,6
3747,"Di sekitar telinga, terasa gatal sekali!",jawab_lokasi,gatal, ,telinga,berat,Dermatitis,sekitar telinga terasa gatal sekali,40,35,5
3748,"Punggung bagian bawah, dekat pinggang, terasa nyeri.",jawab_lokasi,nyeri, ,punggung,sedang, ,punggung bagian bawah dekat pinggang terasa nyeri,52,49,7
3749,"Nyeri di ulu hati ini sudah 3 hari, Dok.",jawab_lokasi,nyeri,3 hari,ulu hati,sedang,Gastritis,nyeri ulu hati sudah 3 hari,40,27,6
3750,Kemerahan muncul di lipatan siku dan lutut.,jawab_lokasi, , , ,sedang,Dermatitis,kemerahan muncul lipatan siku lutut,43,35,5
3751,Sakit kepala saya berpusat di bagian belakang kepala.,jawab_lokasi,sakit, ,kepala,sedang, ,sakit kepala berpusat bagian belakang kepala,53,44,6
3752,"Perut saya kembung di bagian atas, Dok.",jawab_lokasi,kembung, ,perut,sedang,Gastritis,perut kembung bagian atas,39,25,4
3753,Dada kiri saya terasa berat dan sesak sekali!,jawab_lokasi,sesak, ,dada,berat,ISPA,dada kiri terasa berat sesak sekali,45,35,6
3754,Gatal-gatalnya itu terutama di telapak tangan dan kaki.,jawab_lokasi,gatal, ,tangan,sedang,Dermatitis,gatal gatalnya terutama telapak tangan kaki,55,43,6
3755,"Nyeri di leher menjalar sampai ke bahu, Dok.",jawab_lokasi,nyeri, ,leher,sedang, ,nyeri leher menjalar sampai bahu,44,32,5
3756,"Rasa gatalnya di seluruh badan, terutama lipatan siku dan lutut.",jawab_lokasi, , , ,sedang,Dermatitis,rasa gatalnya seluruh badan terutama lipatan siku lutut,64,55,8
3757,"Nyeri di ulu hati menjalar sampai ke dada, Dok.",jawab_lokasi,nyeri, ,ulu hati,sedang,Gastritis,nyeri ulu hati menjalar sampai dada,47,35,6
3758,"Benjolan kecil di leher sebelah kanan, Dok, tidak sakit.",jawab_lokasi,sakit, ,leher,sedang, ,benjolan kecil leher sebelah kanan tidak sakit,56,46,7
3759,Luka memarnya ada di pergelangan kaki kiri.,jawab_lokasi, , ,kaki,sedang, ,luka memarnya pergelangan kaki kiri,43,35,5
3760,Nyeri sendi di lutut kanan dan pergelangan tangan kiri.,jawab_lokasi,nyeri, ,tangan,sedang, ,nyeri sendi lutut kanan pergelangan tangan kiri,55,47,7
3761,"Perut saya terasa kembung di bagian atas, Dok.",jawab_lokasi,kembung, ,perut,sedang,Gastritis,perut terasa kembung bagian atas,46,32,5
3762,Nafas terasa sesak di dada sebelah kanan!,jawab_lokasi,sesak, ,dada,sedang,ISPA,nafas terasa sesak dada sebelah kanan,41,37,6
3763,"Terasa di punggung bagian bawah, menjalar sampai kaki!",jawab_lokasi, , ,kaki,sedang, ,terasa punggung bagian bawah menjalar sampai kaki,54,49,7
3764,"Nyeri di seluruh kepala, terutama bagian belakang.",jawab_lokasi,nyeri, ,kepala,sedang, ,nyeri seluruh kepala terutama bagian belakang,50,45,6
3765,"Sakitnya itu di ulu hati, Dok, perih sekali.",jawab_lokasi,perih, ,ulu hati,berat,Gastritis,sakitnya ulu hati perih sekali,44,30,5
3766,"Di dada sebelah kiri, dekat jantung rasanya berat.",jawab_lokasi, , ,dada,sedang, ,dada sebelah kiri dekat jantung rasanya berat,50,45,7
3767,Ruamnya itu hanya di sekitar leher saja.,jawab_lokasi, , ,leher,sedang,Dermatitis,ruamnya sekitar leher,40,21,3
3768,Pusingnya berputar-putar di kepala bagian atas.,jawab_lokasi, , ,kepala,sedang,Hipertensi,pusingnya berputar putar kepala bagian atas,47,43,6
3769,"Nyeri lutut kanan, terutama saat ditekuk.",jawab_lokasi,nyeri, , ,sedang, ,nyeri lutut kanan terutama saat ditekuk,41,39,6
3770,"Di lengan kiri atas, ada bentol-bentol merah!",jawab_lokasi,bentol, ,lengan,sedang,Dermatitis,lengan kiri atas bentol bentol merah,45,36,6
3771,"Di sekitar telinga kiri, terasa sangat gatal.",jawab_lokasi,gatal, ,telinga,berat,Dermatitis,sekitar telinga kiri terasa sangat gatal,45,40,6
3772,"Nyeri di punggung bagian bawah, menjalar sampai kaki.",jawab_lokasi,nyeri, ,kaki,sedang, ,nyeri punggung bagian bawah menjalar sampai kaki,53,48,7
3773,"Keluhan utamanya di area perut, terutama ulu hati.",jawab_lokasi, , ,ulu hati,sedang,Gastritis,keluhan utamanya area perut terutama ulu hati,50,45,7
3774,Benjolan ini muncul di ketiak sebelah kanan.,jawab_lokasi, , , ,sedang, ,benjolan muncul ketiak sebelah kanan,44,36,5
3775,Ruam merah ini hanya ada di kedua lengan saja.,jawab_lokasi,ruam, ,lengan,sedang,Dermatitis,ruam merah kedua lengan,46,23,4
3776,"Sesak napasnya di dada sebelah kanan, Dok.",jawab_lokasi,sesak, ,dada,sedang,ISPA,sesak napasnya dada sebelah kanan,42,33,5
3777,Gatalnya itu di selangkangan dan sekitar alat kelamin.,jawab_lokasi, , , ,sedang,Dermatitis,gatalnya selangkangan sekitar alat kelamin,54,42,5
3778,"Sakitnya menjalar dari leher sampai bahu, Dok!",jawab_lokasi, , ,leher,sedang, ,sakitnya menjalar leher sampai bahu,46,35,5
3779,"Di sekitar telinga kanan, rasanya nyeri sekali!",jawab_lokasi,nyeri, ,telinga,berat, ,sekitar telinga kanan rasanya nyeri sekali,47,42,6
3780,"Nyeri haid ini terasa di bagian perut bawah, Dok.",jawab_lokasi,nyeri, ,perut,sedang,Gastritis,nyeri haid terasa bagian perut bawah,49,36,6
3781,Gatalnya itu di punggung dan lengan atas.,jawab_lokasi, , ,punggung,sedang,Dermatitis,gatalnya punggung lengan atas,41,29,4
3782,Luka ini adanya di telapak kaki kiri.,jawab_lokasi, , ,kaki,sedang, ,luka adanya telapak kaki kiri,37,29,5
3783,"Denyutan sakitnya terasa di pelipis kanan, Dok.",jawab_lokasi, , , ,sedang, ,denyutan sakitnya terasa pelipis kanan,47,38,5
3784,Perut saya terasa sakit di ulu hati.,jawab_lokasi,sakit, ,ulu hati,sedang,Gastritis,perut terasa sakit ulu hati,36,27,5
3785,"Di pergelangan tangan kiri, Dok, terasa ngilu.",jawab_lokasi, , ,tangan,sedang, ,pergelangan tangan kiri terasa ngilu,46,36,5
3786,Ruam merahnya muncul di sekitar leher.,jawab_lokasi,ruam, ,leher,sedang,Dermatitis,ruam merahnya muncul sekitar leher,38,34,5
3787,Sesak napas ini terasa di dada bagian tengah.,jawab_lokasi,sesak, ,dada,sedang,ISPA,sesak napas terasa dada bagian tengah,45,37,6
3788,"Nyeri di bagian punggung bawah, menjalar sampai kaki.",jawab_lokasi,nyeri, ,kaki,sedang, ,nyeri bagian punggung bawah menjalar sampai kaki,53,48,7
3789,Perut saya mulas di area sekitar pusar.,jawab_lokasi, , ,perut,sedang,Gastritis,perut mulas area sekitar pusar,39,30,5
3790,"Di lengan kiri, muncul ruam merah yang terasa perih.",jawab_lokasi,"ruam,perih", ,lengan,sedang,Dermatitis,lengan kiri muncul ruam merah terasa perih,52,42,7
3791,"Kepala saya pusing, tepatnya di bagian belakang.",jawab_lokasi,pusing, ,kepala,sedang,Hipertensi,kepala pusing tepatnya bagian belakang,48,38,5
3792,"Lutut kiri saya sakit, terutama saat ditekuk.",jawab_lokasi,sakit, , ,sedang, ,lutut kiri sakit terutama saat ditekuk,45,38,6
3793,"Gatal-gatal ini muncul di seluruh badan, terutama di lipatan kulit.",jawab_lokasi,gatal, ,kulit,sedang,Dermatitis,gatal gatal muncul seluruh badan terutama lipatan kulit,67,55,8
3794,"Sakitnya di area ulu hati, Dok.",jawab_lokasi, , ,ulu hati,sedang,Gastritis,sakitnya area ulu hati,31,22,4
3795,"Di sekitar mata dan kelopak, terasa gatal sekali!",jawab_lokasi,gatal, ,mata,berat,Dermatitis,sekitar mata kelopak terasa gatal sekali,49,40,6
3796,Nyeri ini menjalar dari pinggang hingga ke paha kanan.,jawab_lokasi,nyeri, , ,sedang, ,nyeri menjalar pinggang hingga paha kanan,54,41,6
3797,Rasa sakitnya terpusat di bagian belakang lutut.,jawab_lokasi, , , ,sedang, ,rasa sakitnya terpusat bagian belakang lutut,48,44,6
3798,Gatal-gatalnya hanya muncul di telapak tangan saja.,jawab_lokasi,gatal, ,tangan,sedang,Dermatitis,gatal gatalnya muncul telapak tangan,51,36,5
3799,"Di leher, tepatnya di bawah telinga, ada benjolan kecil.",jawab_lokasi, , ,telinga,sedang, ,leher tepatnya bawah telinga benjolan kecil,56,43,6
3800,Perut bagian bawah terasa sangat kram.,jawab_lokasi, , ,perut,berat,Gastritis,perut bagian bawah terasa sangat kram,38,37,6
3801,"Pusingnya terasa di seluruh kepala, seperti ditekan.",jawab_lokasi, , ,kepala,sedang,Hipertensi,pusingnya terasa seluruh kepala ditekan,52,39,5
3802,Nyeri tajam di dada sebelah kanan saat bernapas.,jawab_lokasi,nyeri, ,dada,sedang,ISPA,nyeri tajam dada sebelah kanan saat bernapas,48,44,7
3803,Ruam kemerahan ini muncul di punggung dan lengan atas.,jawab_lokasi,ruam, ,punggung,sedang,Dermatitis,ruam kemerahan muncul punggung lengan atas,54,42,6
3804,"Sakitnya di telinga kiri, rasanya seperti ada yang menyumbat.",jawab_lokasi, , ,telinga,sedang, ,sakitnya telinga kiri rasanya menyumbat,61,39,5
3805,Gatal-gatalnya di area lipatan paha saja.,jawab_lokasi,gatal, , ,sedang,Dermatitis,gatal gatalnya area lipatan paha,41,32,5
3806,"Pusingnya itu di kepala bagian belakang, terutama saat bangun tidur.",jawab_lokasi, , ,kepala,sedang,Hipertensi,pusingnya kepala bagian belakang terutama saat bangun tidur,68,59,8
3807,"Ruam merahnya muncul di kedua lengan, menyebar ke tangan.",jawab_lokasi,ruam, ,tangan,sedang,Dermatitis,ruam merahnya muncul kedua lengan menyebar tangan,57,49,7
3808,Sakit perutnya terasa melilit di sekitar ulu hati.,jawab_lokasi,sakit, ,ulu hati,sedang,Gastritis,sakit perutnya terasa melilit sekitar ulu hati,50,46,7
3809,Nyeri sendi ini paling terasa di lutut dan pergelangan kaki.,jawab_lokasi,nyeri, ,kaki,sedang, ,nyeri sendi terasa lutut pergelangan kaki,60,41,6
3810,"Sesak napasnya di dada, seperti tertekan beban berat.",jawab_lokasi,sesak, ,dada,sedang,ISPA,sesak napasnya dada tertekan beban berat,53,40,6
3811,"Benjolannya ada di leher sebelah kanan, tidak sakit.",jawab_lokasi,sakit, ,leher,sedang, ,benjolannya leher sebelah kanan tidak sakit,52,43,6
3812,Nyeri tajamnya menjalar dari pinggang sampai ke kaki kiri!,jawab_lokasi,nyeri, ,kaki,sedang, ,nyeri tajamnya menjalar pinggang sampai kaki kiri,58,49,7
3813,"Di area sekitar mata, kulitnya jadi merah dan perih.",jawab_lokasi,perih, ,mata,sedang,Dermatitis,area sekitar mata kulitnya jadi merah perih,52,43,7
3814,Perut saya terasa mulas di bagian tengah atas.,jawab_lokasi, , ,perut,sedang,Gastritis,perut terasa mulas bagian tengah atas,46,37,6
3815,Kepala saya pusingnya di bagian belakang saja.,jawab_lokasi, , ,kepala,sedang,Hipertensi,kepala pusingnya bagian belakang,46,32,4
3816,Rasa sakitnya terpusat di dada sebelah kanan.,jawab_lokasi, , ,dada,sedang, ,rasa sakitnya terpusat dada sebelah kanan,45,41,6
3817,Lengan kiri saya terasa ngilu sampai ke bahu.,jawab_lokasi, , ,lengan,sedang, ,lengan kiri terasa ngilu sampai bahu,45,36,6
3818,"Di telapak kaki kanan, muncul ruam merah yang gatal sekali.",jawab_lokasi,"gatal,ruam", ,kaki,berat,Dermatitis,telapak kaki kanan muncul ruam merah gatal sekali,59,49,8
3819,Nyeri sendi ini terutama terasa di lutut kanan.,jawab_lokasi,nyeri, , ,sedang, ,nyeri sendi terutama terasa lutut kanan,47,39,6
3820,"Di sekitar hidung dan pipi, kulit saya terasa panas dan kering.",jawab_lokasi,panas, ,hidung,sedang,Dermatitis,sekitar hidung pipi kulit terasa panas kering,63,45,7
3821,Rasa nyerinya di punggung bagian bawah!,jawab_lokasi, , ,punggung,sedang, ,rasa nyerinya punggung bagian bawah,39,35,5
3822,"Di leher, terutama saat menoleh ke kanan.",jawab_lokasi, , ,leher,sedang, ,leher terutama saat menoleh kanan,41,33,5
3823,Kepala saya terasa sakit di bagian belakang saja.,jawab_lokasi,sakit, ,kepala,sedang, ,kepala terasa sakit bagian belakang,49,35,5
3824,Perut saya mulas di ulu hati.,jawab_lokasi, , ,ulu hati,sedang,Gastritis,perut mulas ulu hati,29,20,4
3825,Gatal-gatalnya hanya di sekitar pergelangan tangan kanan.,jawab_lokasi,gatal, ,tangan,sedang,Dermatitis,gatal gatalnya sekitar pergelangan tangan kanan,57,47,6
3826,"Ruam merahnya ada di seluruh lengan kiri, Dok.",jawab_lokasi,ruam, ,lengan,sedang,Dermatitis,ruam merahnya seluruh lengan kiri,46,33,5
3827,"Sakitnya di dada, menjalar sampai ke bahu kiri.",jawab_lokasi, , ,dada,sedang, ,sakitnya dada menjalar sampai bahu kiri,47,39,6
3828,Terutama di telapak kaki dan sela-sela jari kaki!,jawab_lokasi, , ,kaki,sedang, ,terutama telapak kaki sela sela jari kaki,49,41,7
3829,"Nyeri punggung bawah menjalar sampai kaki kiri, Dok.",jawab_lokasi,nyeri, ,kaki,sedang, ,nyeri punggung bawah menjalar sampai kaki kiri,52,46,7
3830,"Ruamnya itu muncul di sela-sela jari tangan dan kaki, gatal sekali!",jawab_lokasi,gatal, ,tangan,berat,Dermatitis,ruamnya muncul sela sela jari tangan kaki gatal sekali,67,54,9
3831,"Benjolan kecilnya ada di leher sebelah kanan, tidak sakit sih.",jawab_lokasi,sakit, ,leher,sedang, ,benjolan kecilnya leher sebelah kanan tidak sakit,62,49,7
3832,Saya merasakan sakit kepala hebat di bagian belakang kepala.,jawab_lokasi,sakit, ,kepala,berat, ,merasakan sakit kepala hebat bagian belakang kepala,60,51,7
3833,"Nyeri di pergelangan tangan kanan, terutama saat digerakkan.",jawab_lokasi,nyeri, ,tangan,sedang, ,nyeri pergelangan tangan kanan terutama saat digerakkan,60,55,7
3834,"Keluhan utamanya di mata, terasa perih dan berair terus.",jawab_lokasi,perih, ,mata,sedang, ,keluhan utamanya mata terasa perih berair terus,56,47,7
3835,"Luka kecilnya ada di telapak kaki kanan, Dok, agak bernanah!",jawab_lokasi, , ,kaki,ringan, ,luka kecilnya telapak kaki kanan agak bernanah,60,46,7
3836,"Nyeri sendi di lutut kiri, terutama saat naik tangga.",jawab_lokasi,nyeri, , ,sedang, ,nyeri sendi lutut kiri terutama saat naik tangga,53,48,8
3837,"Rasa gatalnya di punggung bagian atas, dok.",jawab_lokasi, , ,punggung,sedang,Dermatitis,rasa gatalnya punggung bagian atas,43,34,5
3838,Nyeri haid ini terasa sangat di perut bagian bawah.,jawab_lokasi,nyeri, ,perut,berat,Gastritis,nyeri haid terasa sangat perut bagian bawah,51,43,7
3839,"Keluhan saya di mata kiri, terasa perih dan berair.",jawab_lokasi,perih, ,mata,sedang, ,keluhan mata kiri terasa perih berair,51,37,6
3840,"Di bagian lengan kanan atas, ada ruam merah kecil-kecil.",jawab_lokasi,ruam, ,lengan,sedang,Dermatitis,bagian lengan kanan atas ruam merah kecil kecil,56,47,8
3841,"Sakit kepala ini berpusat di dahi dan pelipis, Dok.",jawab_lokasi,sakit, ,kepala,sedang, ,sakit kepala berpusat dahi pelipis,51,34,5
3842,"Nafas terasa sesak di dada bagian tengah, terutama saat berbaring.",jawab_lokasi,sesak, ,dada,sedang,ISPA,nafas terasa sesak dada bagian tengah terutama saat berbaring,66,61,9
3843,Di area selangkangan terasa gatal dan perih sekali.,jawab_lokasi,"gatal,perih", , ,berat,Dermatitis,area selangkangan terasa gatal perih sekali,51,43,6
3844,"Pegal-pegal terutama di leher dan bahu, Dok!",jawab_lokasi, , ,leher,sedang, ,pegal pegal terutama leher bahu,44,31,5
3845,Nyeri lutut ini terasa di bagian dalam sendi.,jawab_lokasi,nyeri, , ,sedang, ,nyeri lutut terasa bagian dalam sendi,45,37,6
3846,Nyeri ini menjalar dari pinggang sampai paha kanan.,jawab_lokasi,nyeri, , ,sedang, ,nyeri menjalar pinggang sampai paha kanan,51,41,6
3847,"Rasa sakitnya berpusat di ulu hati, dok.",jawab_lokasi, , ,ulu hati,sedang,Gastritis,rasa sakitnya berpusat ulu hati,40,31,5
3848,Benjolan kecil ini ada di bawah ketiak.,jawab_lokasi, , , ,sedang, ,benjolan kecil bawah ketiak,39,27,4
3849,Bintik-bintik merahnya muncul di seluruh punggung.,jawab_lokasi, , ,punggung,sedang, ,bintik bintik merahnya muncul seluruh punggung,50,46,6
3850,Perut bagian bawah terasa kram sekali.,jawab_lokasi, , ,perut,berat,Gastritis,perut bagian bawah terasa kram sekali,38,37,6
3851,"Di area kemaluan terasa perih dan gatal, Dok.",jawab_lokasi,"gatal,perih", , ,sedang,Dermatitis,area kemaluan terasa perih gatal,45,32,5
3852,"Punggung bagian bawah, dekat pinggang, terasa nyeri sekali.",jawab_lokasi,nyeri, ,punggung,berat, ,punggung bagian bawah dekat pinggang terasa nyeri sekali,59,56,8
3853,"Di seluruh permukaan kulit kepala, terasa perih dan panas.",jawab_lokasi,"panas,perih", ,kepala,sedang,Dermatitis,seluruh permukaan kulit kepala terasa perih panas,58,49,7
3854,Rasanya berdenyut-denyut di pelipis sebelah kiri.,jawab_lokasi, , , ,sedang, ,rasanya berdenyut denyut pelipis sebelah kiri,49,45,6
3855,"Perut bagian bawah, sebelah kanan, terasa kram.",jawab_lokasi, , ,perut,sedang,Gastritis,perut bagian bawah sebelah kanan terasa kram,47,44,7
3856,"Di area sekitar mata, bengkak dan memerah.",jawab_lokasi,bengkak, ,mata,sedang, ,area sekitar mata bengkak memerah,42,33,5
3857,"Di pergelangan tangan kiri, terasa ngilu dan kaku.",jawab_lokasi, , ,tangan,sedang, ,pergelangan tangan kiri terasa ngilu kaku,50,41,6
3858,"Di bagian punggung bawah, dekat pinggang, terasa nyeri sekali.",jawab_lokasi,nyeri, ,punggung,berat, ,bagian punggung bawah dekat pinggang terasa nyeri sekali,62,56,8
3859,"Ruam merah ini muncul di kedua lengan, terutama bagian dalam.",jawab_lokasi,ruam, ,lengan,sedang,Dermatitis,ruam merah muncul kedua lengan terutama bagian dalam,61,52,8
3860,"Sakitnya di pergelangan kaki kiri, Dok.",jawab_lokasi, , ,kaki,sedang, ,sakitnya pergelangan kaki kiri,39,30,4
3861,Perut saya mulas di bagian tengah bawah.,jawab_lokasi, , ,perut,sedang,Gastritis,perut mulas bagian tengah bawah,40,31,5
3862,"Benjolan kecil ini ada di leher sebelah kiri, Dok!",jawab_lokasi, , ,leher,sedang, ,benjolan kecil leher sebelah kiri,50,33,5
3863,Nyeri tajam di area sekitar pusar.,jawab_lokasi,nyeri, , ,sedang, ,nyeri tajam area sekitar pusar,34,30,5
3864,"Di jari-jari tangan kanan, kulitnya mengelupas dan perih.",jawab_lokasi,perih, ,tangan,sedang,Dermatitis,jari jari tangan kanan kulitnya mengelupas perih,57,48,7
3865,Nyerinya menjalar dari leher ke bahu kanan.,jawab_lokasi, , ,leher,sedang, ,nyerinya menjalar leher bahu kanan,43,34,5
3866,Lutut kiri saya terasa sakit saat ditekuk.,jawab_lokasi,sakit, , ,sedang, ,lutut kiri terasa sakit saat ditekuk,42,36,6
3867,Gatal-gatal ini muncul di sekitar pergelangan tangan dan kaki.,jawab_lokasi,gatal, ,tangan,sedang,Dermatitis,gatal gatal muncul sekitar pergelangan tangan kaki,62,50,7
3868,"Di area dada, agak ke tengah, rasanya seperti terbakar.",jawab_lokasi, , ,dada,ringan, ,area dada agak tengah rasanya terbakar,55,38,6
3869,Ruam merah ini ada di seluruh bagian perut depan.,jawab_lokasi,ruam, ,perut,sedang,Gastritis,ruam merah seluruh bagian perut depan,49,37,6
